epoch,train_loss,val_loss,val_f1,val_f2,val_precision,val_recall
0,1.1802604419613316,0.8737866632021599,0.26361983012703627,0.31663888486619274,0.22828227212065588,0.40069474028984975
1,0.8555527542511262,0.8516966534420356,0.27581127584234844,0.3246680222879735,0.24809491239457399,0.4051578924148868
2,0.8288997050324177,0.8260898193740737,0.28148487018499696,0.3039326573445528,0.301101497934434,0.3462634992185001
3,0.7955379715332618,0.8174973235161502,0.2677139299630322,0.2562134200664697,0.36298083618073484,0.26055460310921463
4,0.7678651437500483,0.79005267763504,0.3151626693671813,0.32190325746336046,0.3634315169404713,0.34040606327766004
5,0.7405293683660515,0.7685185284168375,0.31591156777736135,0.46413253875506516,0.21301135839364652,0.7505812683588782
6,0.7153579889379476,0.7436056357974756,0.3331066455900779,0.3547386893402866,0.35225232939508166,0.38558395216675884
7,0.7008635822464439,0.7162761136940314,0.35246272440692483,0.48765710486995484,0.2508006544070651,0.7119184782785767
8,0.6823066200605884,0.6926640540497023,0.3754019909543626,0.45360962010123285,0.31726177068071204,0.5574377201840841
9,0.6695187132283034,0.7409289028152264,0.3221272899090091,0.4771475076041819,0.21449447448807213,0.7666382097614775
10,0.6585141274724071,0.6585820864491903,0.39508264335942483,0.4931870880806914,0.3143359166808401,0.6246854725703851
11,0.6501059742534862,0.6791688318240358,0.39852182252228735,0.43147402727474227,0.39220957014608,0.47307239236062193
12,0.6367682223945721,0.6369177471926866,0.4035762353075522,0.512819192016262,0.31316797920519673,0.6636253267047721
13,0.6298067836739898,0.6196985537010384,0.4276797731700475,0.5205859427421912,0.3496450665857181,0.6431322368020795
14,0.6234016116388243,0.623944614425861,0.40155598810588916,0.5397302827493746,0.2924172869762692,0.7491486466736602
15,0.6140569666931532,0.6388183205777332,0.42252517251914473,0.4651000536861697,0.40637415175170416,0.516951268486916
16,0.6030932648688959,0.5987773800821842,0.4283364476647707,0.539087044290215,0.33476572082059053,0.6851117073222401
17,0.5964367386981912,0.6054532078176363,0.39637768350804353,0.552616353429625,0.27806961189095136,0.8098518948332407
18,0.5908530599930707,0.598276982730227,0.4461067923513136,0.524287157029812,0.3806518147234933,0.6192136213450403
19,0.5838947414812459,0.6118830128300583,0.39822070279865357,0.5494784493649864,0.28152139569061624,0.7860811717566675
20,0.5795677814008963,0.5785402430473605,0.4597896323581698,0.5435141060168646,0.38821691542331965,0.6463405904789223
21,0.5664219826594736,0.5735902878052138,0.4189189148068733,0.5683286077945797,0.3013098562799555,0.7962344877074332
22,0.5619797745711124,0.5621020132686362,0.45810385801817743,0.561266865853572,0.36815789752095235,0.6911125977675137
23,0.5606504955173078,0.5554704402188799,0.43506871866257235,0.5810504245377899,0.31706475452874894,0.7955886356689383
24,0.5484454403905308,0.5442849903349448,0.4525823166760255,0.5792288242185549,0.3447747733377755,0.7499319539660751
25,0.5453010967414303,0.541060081732897,0.4834800628972779,0.5663199998561264,0.40671728317020833,0.6609561461075903
26,0.5377030556018536,0.5403832716949971,0.44227218625386827,0.5893657235534644,0.3227814972287826,0.805567002358324
27,0.5303234828813044,0.5341411448159045,0.4537577138825895,0.5903763006461427,0.33854968393850854,0.7783727765685123
28,0.5237691730125997,0.5182742794575138,0.4947902094705223,0.5860778797657332,0.41141743787942586,0.6932895187981453
29,0.5174276552318987,0.5212487180688682,0.47502852410058977,0.5993995820293977,0.36398013540998153,0.7578126948699779
30,0.5161620947570283,0.5212614052718139,0.4727472462463569,0.5962474087382476,0.3644723814312979,0.7593394872987806
31,0.509110444945987,0.523979923441006,0.45636193769103484,0.5969719123656823,0.33721864626417625,0.7880630395560609
32,0.5071457036480105,0.4992622900944928,0.4804002566472866,0.6114686220117227,0.3658074664213696,0.7834803056315147
33,0.5008738427949707,0.507493714055002,0.5057222003904431,0.5949160982489128,0.42218962079682204,0.6975076769005011
34,0.49932671105699844,0.5008162125368709,0.47526289267990995,0.6123677241246177,0.3561414790687292,0.7932324147994065
35,0.4910089156476621,0.49010150847411943,0.4956943920360024,0.6146338417452248,0.38789169431321824,0.7615761521502278
36,0.48716469574298255,0.4843964753195694,0.5045453221447113,0.618621881394324,0.39889725551869515,0.7556802742850709
37,0.48054400962941785,0.4942466508728517,0.5066268013809321,0.6096381861504604,0.410647642037453,0.7310888012744003
38,0.4797611138130205,0.4980269637768315,0.46595907386231306,0.6199113869312748,0.33934718930502594,0.8428682608061615
39,0.4730873064757472,0.47288484935382796,0.5002646372347341,0.631387555100812,0.38352099248521726,0.8013242770884869
40,0.4705803329588601,0.493510430880035,0.462669896808971,0.6213663019371284,0.33422013232431486,0.8558713340023543
41,0.46689129968034737,0.4670073075116155,0.5090792604491106,0.6328592393610868,0.3990279830413721,0.79292533016076
42,0.46247856999953946,0.4655614047606854,0.4950095582340205,0.6372046421310601,0.372538396490545,0.8289269215646661
43,0.4600229321292083,0.4595835878936504,0.5315273161680862,0.6347805406915212,0.4337072146212019,0.7552506159726144
44,0.4531670764290909,0.45454241419730196,0.5142040081699384,0.6398079391267995,0.3993114063675718,0.7942854124232618
45,0.4531731107925398,0.5008250574609933,0.4508372491587958,0.6209735358229269,0.3181883430879762,0.8882490414723466
46,0.44899403819671047,0.47593023455081945,0.5295066953089991,0.6280855327247048,0.43907019758832233,0.7472254928695176
47,0.4454109338343953,0.44696672334928017,0.5170621919213657,0.6454507464636223,0.39981210870144884,0.8042800236277206
48,0.44232651415993185,0.442359620075889,0.5298015031766515,0.644504439382389,0.42170697604427887,0.7799845886956032
49,0.4374222907815044,0.4449301075457306,0.525420242248779,0.6491244942218963,0.41120687670225914,0.8006366201474059
50,0.4358141349451574,0.4804031019087402,0.46621494878621705,0.6334201912920121,0.3332465065879465,0.8890395255163905
51,0.4354844302343567,0.4359301969502227,0.5397110836690586,0.6504687887549705,0.43489795185432717,0.7789881765912366
52,0.4294947601551384,0.4364100800354597,0.5379770852570275,0.6498240497836312,0.4318426612290989,0.781349415680027
53,0.4260417507514695,0.4365874437914061,0.5444474937378369,0.6553485959374152,0.4395474722843079,0.7859164798786955
54,0.42500292850295884,0.4525488028355765,0.4949380732740067,0.6479690962013354,0.3653840931575847,0.8601566765847297
55,0.4197486280316141,0.42694673104056996,0.5261711299512641,0.661322081534656,0.40407475792173514,0.8311370897686386
56,0.4179473712163813,0.4344505357372747,0.5209874704372099,0.655267533213663,0.40000638875350636,0.8256168623748358
57,0.41408595698990974,0.4264290604414048,0.529157941023034,0.663617986823359,0.4079309216683542,0.8343864755516404
58,0.41100015642955834,0.4247502638397906,0.5465278305697114,0.6576058200451379,0.43961364468157005,0.7844581316957363
59,0.4112402281610135,0.42719816315423303,0.5390347447272801,0.6616655855309281,0.4243305966738014,0.8074850583167172
60,0.4093402753588301,0.42550786768549265,0.531101162694776,0.663480306786948,0.41066032789903983,0.8277930486279798
61,0.4072804165102238,0.4505839708077894,0.5590500697870744,0.6410841230065716,0.48286807335822063,0.7324054395754539
62,0.4033241563253273,0.41992520813674444,0.5437844344589592,0.6656724510489792,0.42959373319824573,0.8110319688721254
63,0.39956004668145156,0.41949342728186656,0.5294783953148172,0.6679290107147295,0.4059426248220852,0.847039976179498
64,0.39949712925906633,0.4229116614111217,0.5601325920116542,0.665453842090945,0.45746105707190143,0.783903585982099
65,0.3957541962554552,0.4118343365566214,0.5371713678260356,0.6735828979199369,0.41424509459832076,0.8474413994191144
66,0.3933749615606679,0.42083659663211564,0.54760765640936,0.667133823415398,0.43483473256758,0.808287740713653
67,0.3917915009265572,0.4167911200672897,0.5251012584358767,0.6713948941188816,0.3961993904940072,0.8622422104042375
68,0.3951728031106664,0.42303766809675136,0.5458368658733398,0.6633053146751938,0.43501794283236966,0.8029696255078935
69,0.38785173207925994,0.41366036424245917,0.5414089623629936,0.672769739819146,0.42068469024499594,0.8331968297374533
70,0.3877266266497012,0.4344943238483727,0.564508993694065,0.6542440157042513,0.4759512600413205,0.7512182054704265
71,0.3841838384915261,0.41894990199619525,0.5634879367139966,0.6706075130000846,0.46023628858645976,0.7941931407936808
72,0.3809216859923229,0.4134121647695836,0.5381977839323356,0.6740681460271329,0.41463980304058196,0.8439414112238517
73,0.3799277560203863,0.40885712509599764,0.549548359647122,0.6770972988512092,0.4310957873256006,0.8323887761309319
74,0.3787244790280027,0.41177284101551914,0.5647095338074836,0.6798731562924127,0.45468721423638225,0.8147277190531175
75,0.3778839279893297,0.4052928568598252,0.5543663431387035,0.6777758517729562,0.43864613857789897,0.8252861396927679
76,0.37520786391663874,0.4087761356129785,0.5392445561823576,0.677774001891906,0.41419431970659243,0.8532235804601944
77,0.3744743617411652,0.4148139899280833,0.5264118592656377,0.6743293059883857,0.39696367635774144,0.8709430067743831
78,0.37504076526175795,0.4314969736654672,0.5711326945691758,0.664731596935587,0.4780077199908281,0.7662221471407155
79,0.3743321354842294,0.4118069177779525,0.5598467732679027,0.6783753824944738,0.44732859909806755,0.8177351151530518
80,0.3686846308578733,0.4118421903882383,0.5341066834283728,0.6791157056561611,0.4058086641709743,0.8684347292368085
81,0.3680388049572302,0.4004899378827814,0.5569078917397913,0.6829266500255607,0.43921189403412514,0.834884978561695
82,0.36591993656633126,0.4035730249522862,0.5637529512742308,0.6814021605837229,0.45046220976219375,0.8166128194215999
83,0.3650357197312748,0.4108214569791931,0.5696637673707164,0.676995625235225,0.4654073689415822,0.7983953573436935
84,0.3645663880384885,0.40753291115435997,0.5727954147011677,0.6776252684773574,0.47037882798068453,0.795331528197351
85,0.36225822851129247,0.41057147869927146,0.530200300194679,0.6778722866475413,0.39998606213530585,0.870110858655593
86,0.3630805267737462,0.4018340731999573,0.5652299731211213,0.6823922108214633,0.45234019666819053,0.8172023394976798
87,0.3613184082292324,0.4011818397900384,0.551238503418884,0.6854659504987155,0.4286512921244304,0.8531762703011433
88,0.35739430475019224,0.411922645220052,0.5801389408790516,0.6737643116714266,0.4864860155944955,0.7751997951502924
